Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Max†","Mumps, Previous 52 weeks Max†, flag","Mumps, Cum 2020†","Mumps, Cum 2020†, flag","Mumps, Cum 2019†","Mumps, Cum 2019†, flag","Novel influenza A virus infections§, Current week","Novel influenza A virus infections§, Current week, flag","Novel influenza A virus infections§, Previous 52 weeks Max†","Novel influenza A virus infections§, Previous 52 weeks Max†, flag","Novel influenza A virus infections§, Cum 2020†","Novel influenza A virus infections§, Cum 2020†, flag","Novel influenza A virus infections§, Cum 2019†","Novel influenza A virus infections§, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
NEW JERSEY,2020,47,,-,2,,9,,61,,,-,0,,,-,,-,NEW JERSEY,,20204710,POINT (-74.655514 40.110253)
NEW MEXICO,2020,47,,-,0,,,-,43,,,-,0,,,-,,-,NEW MEXICO,,20204754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,47,2,,7,,50,,282,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20204714,
TENNESSEE,2020,47,,-,3,,5,,38,,,-,0,,,-,,-,TENNESSEE,,20204742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,47,,-,6,,18,,4,,,-,0,,,-,,-,CONNECTICUT,,20204703,POINT (-72.738288 41.575155)
MARYLAND,2020,47,,-,1,,4,,18,,,-,0,,,-,,-,MARYLAND,,20204733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,47,,-,14,,16,,76,,,-,0,,,-,,-,SOUTH CAROLINA,,20204735,POINT (-80.864614 33.878572)
OKLAHOMA,2020,47,,-,2,,2,,6,,,-,0,,,-,,-,OKLAHOMA,,20204746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204765,POINT (145.725693 15.1834)
OHIO,2020,47,2,,2,,12,,60,,,-,0,,,-,,-,OHIO,,20204718,POINT (-82.70936 40.415534)
MINNESOTA,2020,47,,-,0,,,-,11,,,-,0,,,-,,-,MINNESOTA,,20204723,POINT (-94.198308 46.349153)
LOUISIANA,2020,47,,-,20,,42,,186,,,-,0,,,-,,-,LOUISIANA,,20204745,POINT (-91.840238 30.921314)
HAWAII,2020,47,,-,1,,1,,1,,,-,1,,1,,,-,HAWAII,,20204760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,47,,-,17,,76,,429,,,-,0,,,-,,-,,SOUTH ATLANTIC,20204728,
PENNSYLVANIA,2020,47,,-,8,,24,,442,,,-,0,,,-,,-,PENNSYLVANIA,,20204713,POINT (-77.838886 40.896694)
UTAH,2020,47,,-,1,,3,,25,,,-,0,,,-,,-,UTAH,,20204755,POINT (-111.678222 39.323779)
COLORADO,2020,47,,-,6,,29,,65,,,-,0,,,-,,-,COLORADO,,20204750,POINT (-105.547832 38.998552)
VERMONT,2020,47,,-,1,,2,,2,,,-,0,,,-,,-,VERMONT,,20204708,POINT (-72.662695 44.075252)
KENTUCKY,2020,47,,-,1,,3,,6,,,-,0,,,-,,-,KENTUCKY,,20204740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,47,,-,0,,,-,3,,,-,0,,,-,,-,PUERTO RICO,,20204767,POINT (-66.414655 18.215692)
MAINE,2020,47,,-,1,,1,,5,,,-,0,,,-,,-,MAINE,,20204704,POINT (-69.06137 45.117911)
VIRGINIA,2020,47,,-,1,,7,,63,,,-,0,,,-,,-,VIRGINIA,,20204736,POINT (-78.666382 37.510861)
ARIZONA,2020,47,,-,2,,9,,98,,,-,0,,,-,,-,ARIZONA,,20204749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204764,
WISCONSIN,2020,47,,-,1,,8,,26,,,-,0,,,-,,-,WISCONSIN,,20204719,POINT (-89.732969 44.639954)
IDAHO,2020,47,,-,0,,,-,1,,,-,0,,,-,,-,IDAHO,,20204751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204768,POINT (-64.840836 18.060868)
MICHIGAN,2020,47,,-,1,,4,,22,,,-,0,,,-,,-,MICHIGAN,,20204717,POINT (-85.730977 44.874798)
GEORGIA,2020,47,,-,1,,2,,47,,,-,0,,,-,,-,GEORGIA,,20204732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,47,,-,11,,64,,131,,,-,0,,,-,,-,,NEW YORK CITY,20204712,
ARKANSAS,2020,47,,-,13,,8,,38,,,-,0,,,-,,-,ARKANSAS,,20204744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,47,,-,1,,2,,43,,,-,0,,,-,,-,MISSISSIPPI,,20204741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,47,,-,0,,,-,12,,,-,0,,,-,,-,SOUTH DAKOTA,,20204727,POINT (-100.230491 44.43614)
WYOMING,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20204756,POINT (-107.55145 42.999627)
MISSOURI,2020,47,,-,22,,70,,87,,,-,0,,,-,,-,MISSOURI,,20204724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,47,,-,15,,133,,689,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20204709,
CALIFORNIA,2020,47,,-,12,,73,,322,,,-,0,,,-,,-,CALIFORNIA,,20204759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,47,,-,0,,,-,2,,,-,0,,,-,,-,WEST VIRGINIA,,20204737,POINT (-80.613729 38.642579)
FLORIDA,2020,47,,-,6,,21,,135,,,-,0,,,-,,-,FLORIDA,,20204731,POINT (-82.420978 28.260731)
MONTANA,2020,47,,-,1,,1,,17,,,-,0,,,-,,-,MONTANA,,20204752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,47,,-,25,,83,,222,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20204720,
MASSACHUSETTS,2020,47,,-,3,,18,,60,,,-,0,,,-,,-,MASSACHUSETTS,,20204705,POINT (-71.481104 42.151077)
MOUNTAIN,2020,47,,-,6,,43,,250,,,-,0,,,-,,-,,MOUNTAIN,20204748,
INDIANA,2020,47,,-,1,,3,,86,,,-,0,,,-,,-,INDIANA,,20204716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204769,
US TERRITORIES,2020,47,,-,0,,,-,4,,,-,0,,,-,,-,,US TERRITORIES,20204763,
TOTAL,2020,48,,-,100,,596,,3467,,,-,1,,1,,,-,,TOTAL,20204870,
US RESIDENTS,2020,48,,-,100,,596,,3463,,,-,1,,1,,,-,,US RESIDENTS,20204801,
NEW HAMPSHIRE,2020,48,,-,3,,8,,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20204806,POINT (-71.57139 43.680429)
NEW YORK,2020,48,,-,5,,36,,57,,,-,0,,,-,,-,NEW YORK,,20204811,POINT (-75.59655 42.921241)
PACIFIC,2020,48,,-,59,,82,,363,,,-,1,,1,,,-,,PACIFIC,20204857,
WEST SOUTH CENTRAL,2020,48,,-,36,,68,,1017,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20204843,
NEBRASKA,2020,48,,-,1,,1,,82,,,-,0,,,-,,-,NEBRASKA,,20204825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,48,,-,3,,14,,99,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20204838,
NORTH DAKOTA,2020,48,,-,1,,3,,15,,,-,0,,,-,,-,NORTH DAKOTA,,20204826,POINT (-100.46931 47.446305)
NEVADA,2020,48,,-,1,,1,,1,,,-,0,,,-,,-,NEVADA,,20204853,POINT (-114.916992 39.283294)
ILLINOIS,2020,48,,-,3,,23,,89,,,-,0,,,-,,-,ILLINOIS,,20204815,POINT (-89.148632 40.124144)
IOWA,2020,48,,-,2,,7,,12,,,-,0,,,-,,-,IOWA,,20204821,POINT (-93.500061 42.074659)
TEXAS,2020,48,,-,10,,16,,754,,,-,0,,,-,,-,TEXAS,,20204847,POINT (-99.317341 31.447238)
ALASKA,2020,48,,-,0,,,-,1,,,-,0,,,-,,-,ALASKA,,20204858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,48,,-,1,,,-,4,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20204830,POINT (-77.016275 38.904785)
WASHINGTON,2020,48,,-,55,,6,,,-,,-,0,,,-,,-,WASHINGTON,,20204862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,48,,-,9,,47,,79,,,-,0,,,-,,-,,NEW ENGLAND,20204802,
RHODE ISLAND,2020,48,,-,1,,,-,8,,,-,0,,,-,,-,RHODE ISLAND,,20204807,POINT (-71.534637 41.572574)
OREGON,2020,48,,-,2,,2,,28,,,-,0,,,-,,-,OREGON,,20204861,POINT (-120.605279 43.940449)
DELAWARE,2020,48,,-,3,,7,,2,,,-,0,,,-,,-,DELAWARE,,20204829,POINT (-75.452394 38.994926)
ALABAMA,2020,48,,-,1,,4,,12,,,-,0,,,-,,-,ALABAMA,,20204839,POINT (-86.844516 32.756889)
KANSAS,2020,48,,-,1,,2,,5,,,-,0,,,-,,-,KANSAS,,20204822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,48,,-,6,,19,,82,,,-,0,,,-,,-,NORTH CAROLINA,,20204834,POINT (-79.130883 35.52603)
GUAM,2020,48,,-,0,,,-,1,,,-,0,,,-,,-,GUAM,,20204866,POINT (144.653198 13.3532)
NEW JERSEY,2020,48,,-,2,,9,,61,,,-,0,,,-,,-,NEW JERSEY,,20204810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,48,,-,0,,,-,43,,,-,0,,,-,,-,NEW MEXICO,,20204854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,48,,-,7,,50,,285,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20204814,
TENNESSEE,2020,48,,-,3,,5,,38,,,-,0,,,-,,-,TENNESSEE,,20204842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,48,,-,6,,18,,4,,,-,0,,,-,,-,CONNECTICUT,,20204803,POINT (-72.738288 41.575155)
MARYLAND,2020,48,,-,1,,4,,18,,,-,0,,,-,,-,MARYLAND,,20204833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,48,,-,12,,16,,88,,,-,0,,,-,,-,SOUTH CAROLINA,,20204835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,48,,-,2,,2,,6,,,-,0,,,-,,-,OKLAHOMA,,20204846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204865,POINT (145.725693 15.1834)
OHIO,2020,48,,-,2,,12,,62,,,-,0,,,-,,-,OHIO,,20204818,POINT (-82.70936 40.415534)
MINNESOTA,2020,48,,-,0,,,-,11,,,-,0,,,-,,-,MINNESOTA,,20204823,POINT (-94.198308 46.349153)
LOUISIANA,2020,48,,-,20,,42,,206,,,-,0,,,-,,-,LOUISIANA,,20204845,POINT (-91.840238 30.921314)
HAWAII,2020,48,,-,1,,1,,1,,,-,1,,1,,,-,HAWAII,,20204860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,48,,-,17,,76,,441,,,-,0,,,-,,-,,SOUTH ATLANTIC,20204828,
PENNSYLVANIA,2020,48,,-,8,,24,,444,,,-,0,,,-,,-,PENNSYLVANIA,,20204813,POINT (-77.838886 40.896694)
UTAH,2020,48,,-,1,,3,,26,,,-,0,,,-,,-,UTAH,,20204855,POINT (-111.678222 39.323779)
COLORADO,2020,48,,-,6,,29,,66,,,-,0,,,-,,-,COLORADO,,20204850,POINT (-105.547832 38.998552)
VERMONT,2020,48,,-,1,,2,,2,,,-,0,,,-,,-,VERMONT,,20204808,POINT (-72.662695 44.075252)
KENTUCKY,2020,48,,-,1,,3,,6,,,-,0,,,-,,-,KENTUCKY,,20204840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,48,,-,0,,,-,3,,,-,0,,,-,,-,PUERTO RICO,,20204867,POINT (-66.414655 18.215692)
MAINE,2020,48,,-,1,,1,,5,,,-,0,,,-,,-,MAINE,,20204804,POINT (-69.06137 45.117911)
VIRGINIA,2020,48,,-,1,,7,,63,,,-,0,,,-,,-,VIRGINIA,,20204836,POINT (-78.666382 37.510861)
ARIZONA,2020,48,,-,2,,9,,99,,,-,0,,,-,,-,ARIZONA,,20204849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204864,
WISCONSIN,2020,48,,-,1,,8,,26,,,-,0,,,-,,-,WISCONSIN,,20204819,POINT (-89.732969 44.639954)
IDAHO,2020,48,,-,0,,,-,1,,,-,0,,,-,,-,IDAHO,,20204851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204868,POINT (-64.840836 18.060868)
MICHIGAN,2020,48,,-,1,,4,,22,,,-,0,,,-,,-,MICHIGAN,,20204817,POINT (-85.730977 44.874798)
GEORGIA,2020,48,,-,1,,2,,47,,,-,0,,,-,,-,GEORGIA,,20204832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,48,,-,11,,64,,134,,,-,0,,,-,,-,,NEW YORK CITY,20204812,
ARKANSAS,2020,48,,-,13,,8,,51,,,-,0,,,-,,-,ARKANSAS,,20204844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,48,,-,1,,2,,43,,,-,0,,,-,,-,MISSISSIPPI,,20204841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,48,,-,0,,,-,12,,,-,0,,,-,,-,SOUTH DAKOTA,,20204827,POINT (-100.230491 44.43614)
WYOMING,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20204856,POINT (-107.55145 42.999627)
MISSOURI,2020,48,,-,22,,70,,93,,,-,0,,,-,,-,MISSOURI,,20204824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,48,,-,15,,133,,696,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20204809,
CALIFORNIA,2020,48,,-,12,,73,,333,,,-,0,,,-,,-,CALIFORNIA,,20204859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,48,,-,0,,,-,2,,,-,0,,,-,,-,WEST VIRGINIA,,20204837,POINT (-80.613729 38.642579)
FLORIDA,2020,48,,-,6,,21,,135,,,-,0,,,-,,-,FLORIDA,,20204831,POINT (-82.420978 28.260731)
MONTANA,2020,48,,-,1,,1,,17,,,-,0,,,-,,-,MONTANA,,20204852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,48,,-,25,,83,,230,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20204820,
MASSACHUSETTS,2020,48,,-,3,,18,,60,,,-,0,,,-,,-,MASSACHUSETTS,,20204805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,48,,-,6,,43,,253,,,-,0,,,-,,-,,MOUNTAIN,20204848,
INDIANA,2020,48,,-,1,,3,,86,,,-,0,,,-,,-,INDIANA,,20204816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204869,
US TERRITORIES,2020,48,,-,0,,,-,4,,,-,0,,,-,,-,,US TERRITORIES,20204863,
TOTAL,2020,49,2,,100,,601,,3537,,,-,1,,1,,,-,,TOTAL,20204970,
US RESIDENTS,2020,49,2,,100,,601,,3533,,,-,1,,1,,,-,,US RESIDENTS,20204901,
NEW HAMPSHIRE,2020,49,,-,3,,8,,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20204906,POINT (-71.57139 43.680429)
NEW YORK,2020,49,1,,5,,37,,58,,,-,0,,,-,,-,NEW YORK,,20204911,POINT (-75.59655 42.921241)
PACIFIC,2020,49,,-,59,,84,,373,,,-,1,,1,,,-,,PACIFIC,20204957,
WEST SOUTH CENTRAL,2020,49,1,,21,,70,,1033,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20204943,
NEBRASKA,2020,49,,-,1,,1,,82,,,-,0,,,-,,-,NEBRASKA,,20204925,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,49,,-,3,,14,,99,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20204938,
NORTH DAKOTA,2020,49,,-,1,,3,,16,,,-,0,,,-,,-,NORTH DAKOTA,,20204926,POINT (-100.46931 47.446305)
NEVADA,2020,49,,-,1,,1,,1,,,-,0,,,-,,-,NEVADA,,20204953,POINT (-114.916992 39.283294)
ILLINOIS,2020,49,,-,3,,23,,89,,,-,0,,,-,,-,ILLINOIS,,20204915,POINT (-89.148632 40.124144)
IOWA,2020,49,,-,2,,7,,12,,,-,0,,,-,,-,IOWA,,20204921,POINT (-93.500061 42.074659)
TEXAS,2020,49,1,,10,,17,,761,,,-,0,,,-,,-,TEXAS,,20204947,POINT (-99.317341 31.447238)
ALASKA,2020,49,,-,0,,,-,1,,,-,0,,,-,,-,ALASKA,,20204958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,49,,-,1,,,-,4,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20204930,POINT (-77.016275 38.904785)
WASHINGTON,2020,49,,-,55,,6,,,-,,-,0,,,-,,-,WASHINGTON,,20204962,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,49,,-,9,,47,,81,,,-,0,,,-,,-,,NEW ENGLAND,20204902,
RHODE ISLAND,2020,49,,-,1,,,-,8,,,-,0,,,-,,-,RHODE ISLAND,,20204907,POINT (-71.534637 41.572574)
GUAM,2020,49,,-,0,,,-,1,,,-,0,,,-,,-,GUAM,,20204966,POINT (144.653198 13.3532)
OREGON,2020,49,,-,2,,2,,30,,,-,0,,,-,,-,OREGON,,20204961,POINT (-120.605279 43.940449)
DELAWARE,2020,49,,-,3,,7,,2,,,-,0,,,-,,-,DELAWARE,,20204929,POINT (-75.452394 38.994926)
ALABAMA,2020,49,,-,1,,4,,12,,,-,0,,,-,,-,ALABAMA,,20204939,POINT (-86.844516 32.756889)
KANSAS,2020,49,,-,1,,2,,6,,,-,0,,,-,,-,KANSAS,,20204922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,49,,-,6,,19,,86,,,-,0,,,-,,-,NORTH CAROLINA,,20204934,POINT (-79.130883 35.52603)
NEW JERSEY,2020,49,,-,2,,9,,61,,,-,0,,,-,,-,NEW JERSEY,,20204910,POINT (-74.655514 40.110253)
NEW MEXICO,2020,49,,-,0,,,-,43,,,-,0,,,-,,-,NEW MEXICO,,20204954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,49,,-,7,,50,,288,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20204914,
TENNESSEE,2020,49,,-,3,,5,,38,,,-,0,,,-,,-,TENNESSEE,,20204942,POINT (-86.343226 35.842998)
CONNECTICUT,2020,49,,-,6,,18,,6,,,-,0,,,-,,-,CONNECTICUT,,20204903,POINT (-72.738288 41.575155)
MARYLAND,2020,49,,-,1,,4,,18,,,-,0,,,-,,-,MARYLAND,,20204933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,49,,-,11,,16,,92,,,-,0,,,-,,-,SOUTH CAROLINA,,20204935,POINT (-80.864614 33.878572)
OKLAHOMA,2020,49,,-,2,,2,,8,,,-,0,,,-,,-,OKLAHOMA,,20204946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204965,POINT (145.725693 15.1834)
OHIO,2020,49,,-,2,,12,,64,,,-,0,,,-,,-,OHIO,,20204918,POINT (-82.70936 40.415534)
MINNESOTA,2020,49,,-,0,,,-,11,,,-,0,,,-,,-,MINNESOTA,,20204923,POINT (-94.198308 46.349153)
LOUISIANA,2020,49,,-,10,,42,,206,,,-,0,,,-,,-,LOUISIANA,,20204945,POINT (-91.840238 30.921314)
HAWAII,2020,49,,-,1,,1,,2,,,-,1,,1,,,-,HAWAII,,20204960,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,49,,-,17,,76,,445,,,-,0,,,-,,-,,SOUTH ATLANTIC,20204928,
PENNSYLVANIA,2020,49,,-,8,,24,,451,,,-,0,,,-,,-,PENNSYLVANIA,,20204913,POINT (-77.838886 40.896694)
UTAH,2020,49,,-,1,,3,,26,,,-,0,,,-,,-,UTAH,,20204955,POINT (-111.678222 39.323779)
COLORADO,2020,49,,-,6,,29,,66,,,-,0,,,-,,-,COLORADO,,20204950,POINT (-105.547832 38.998552)
VERMONT,2020,49,,-,1,,2,,2,,,-,0,,,-,,-,VERMONT,,20204908,POINT (-72.662695 44.075252)
KENTUCKY,2020,49,,-,1,,3,,6,,,-,0,,,-,,-,KENTUCKY,,20204940,POINT (-85.290484 37.526683)
PUERTO RICO,2020,49,,-,0,,,-,3,,,-,0,,,-,,-,PUERTO RICO,,20204967,POINT (-66.414655 18.215692)
MAINE,2020,49,,-,1,,1,,5,,,-,0,,,-,,-,MAINE,,20204904,POINT (-69.06137 45.117911)
VIRGINIA,2020,49,,-,1,,7,,64,,,-,0,,,-,,-,VIRGINIA,,20204936,POINT (-78.666382 37.510861)
ARIZONA,2020,49,,-,2,,9,,101,,,-,0,,,-,,-,ARIZONA,,20204949,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204964,
WISCONSIN,2020,49,,-,1,,8,,26,,,-,0,,,-,,-,WISCONSIN,,20204919,POINT (-89.732969 44.639954)
IDAHO,2020,49,,-,0,,,-,1,,,-,0,,,-,,-,IDAHO,,20204951,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204968,POINT (-64.840836 18.060868)
MICHIGAN,2020,49,,-,1,,4,,23,,,-,0,,,-,,-,MICHIGAN,,20204917,POINT (-85.730977 44.874798)
GEORGIA,2020,49,,-,1,,2,,47,,,-,0,,,-,,-,GEORGIA,,20204932,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,49,,-,11,,64,,137,,,-,0,,,-,,-,,NEW YORK CITY,20204912,
ARKANSAS,2020,49,,-,10,,9,,58,,,-,0,,,-,,-,ARKANSAS,,20204944,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,49,,-,1,,2,,43,,,-,0,,,-,,-,MISSISSIPPI,,20204941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,49,,-,0,,,-,12,,,-,0,,,-,,-,SOUTH DAKOTA,,20204927,POINT (-100.230491 44.43614)
WYOMING,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20204956,POINT (-107.55145 42.999627)
MISSOURI,2020,49,,-,22,,70,,113,,,-,0,,,-,,-,MISSOURI,,20204924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,49,1,,15,,134,,707,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20204909,
CALIFORNIA,2020,49,,-,12,,75,,340,,,-,0,,,-,,-,CALIFORNIA,,20204959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,49,,-,0,,,-,2,,,-,0,,,-,,-,WEST VIRGINIA,,20204937,POINT (-80.613729 38.642579)
FLORIDA,2020,49,,-,6,,21,,130,,,-,0,,,-,,-,FLORIDA,,20204931,POINT (-82.420978 28.260731)
MONTANA,2020,49,,-,1,,1,,17,,,-,0,,,-,,-,MONTANA,,20204952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,49,,-,25,,83,,252,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20204920,
MASSACHUSETTS,2020,49,,-,3,,18,,60,,,-,0,,,-,,-,MASSACHUSETTS,,20204905,POINT (-71.481104 42.151077)
MOUNTAIN,2020,49,,-,6,,43,,255,,,-,0,,,-,,-,,MOUNTAIN,20204948,
INDIANA,2020,49,,-,1,,3,,86,,,-,0,,,-,,-,INDIANA,,20204916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204969,
US TERRITORIES,2020,49,,-,0,,,-,4,,,-,0,,,-,,-,,US TERRITORIES,20204963,
TOTAL,2020,50,1,,100,,610,,3621,,,-,1,,1,,,-,,TOTAL,20205070,
US RESIDENTS,2020,50,1,,100,,610,,3617,,,-,1,,1,,,-,,US RESIDENTS,20205001,
NEW HAMPSHIRE,2020,50,,-,3,,8,,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20205006,POINT (-71.57139 43.680429)
NEW YORK,2020,50,,-,5,,37,,59,,,-,0,,,-,,-,NEW YORK,,20205011,POINT (-75.59655 42.921241)
PACIFIC,2020,50,,-,59,,84,,382,,,-,1,,1,,,-,,PACIFIC,20205057,
WEST SOUTH CENTRAL,2020,50,,-,21,,70,,1057,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20205043,
NEBRASKA,2020,50,,-,1,,1,,83,,,-,0,,,-,,-,NEBRASKA,,20205025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,50,,-,3,,14,,100,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20205038,
NORTH DAKOTA,2020,50,,-,1,,3,,16,,,-,0,,,-,,-,NORTH DAKOTA,,20205026,POINT (-100.46931 47.446305)
NEVADA,2020,50,,-,1,,1,,1,,,-,0,,,-,,-,NEVADA,,20205053,POINT (-114.916992 39.283294)
ILLINOIS,2020,50,,-,3,,23,,89,,,-,0,,,-,,-,ILLINOIS,,20205015,POINT (-89.148632 40.124144)
IOWA,2020,50,,-,2,,7,,14,,,-,0,,,-,,-,IOWA,,20205021,POINT (-93.500061 42.074659)
TEXAS,2020,50,,-,10,,17,,774,,,-,0,,,-,,-,TEXAS,,20205047,POINT (-99.317341 31.447238)
ALASKA,2020,50,,-,0,,,-,1,,,-,0,,,-,,-,ALASKA,,20205058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,50,,-,1,,,-,4,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20205030,POINT (-77.016275 38.904785)
WASHINGTON,2020,50,,-,55,,6,,,-,,-,0,,,-,,-,WASHINGTON,,20205062,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,50,,-,9,,47,,82,,,-,0,,,-,,-,,NEW ENGLAND,20205002,
RHODE ISLAND,2020,50,,-,1,,,-,8,,,-,0,,,-,,-,RHODE ISLAND,,20205007,POINT (-71.534637 41.572574)
OREGON,2020,50,,-,1,,2,,30,,,-,0,,,-,,-,OREGON,,20205061,POINT (-120.605279 43.940449)
DELAWARE,2020,50,,-,5,,13,,2,,,-,0,,,-,,-,DELAWARE,,20205029,POINT (-75.452394 38.994926)
ALABAMA,2020,50,,-,1,,4,,12,,,-,0,,,-,,-,ALABAMA,,20205039,POINT (-86.844516 32.756889)
KANSAS,2020,50,,-,1,,2,,6,,,-,0,,,-,,-,KANSAS,,20205022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,50,,-,6,,19,,87,,,-,0,,,-,,-,NORTH CAROLINA,,20205034,POINT (-79.130883 35.52603)
GUAM,2020,50,,-,0,,,-,1,,,-,0,,,-,,-,GUAM,,20205066,POINT (144.653198 13.3532)
NEW JERSEY,2020,50,,-,2,,9,,61,,,-,0,,,-,,-,NEW JERSEY,,20205010,POINT (-74.655514 40.110253)
